Project,Package,Class,Method,Smell,Description,File
project-1-team-45-master,org.apache.roller.weblogger.business,TaskLockTest,testTaskLockCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.runnable.ThreadManager.registerLease; org.apache.roller.weblogger.business.TestTask.init; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getThreadManager; org.apache.roller.weblogger.business.runnable.ThreadManager.unregisterLease,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\TaskLockTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,ThemeManagerTest,testThemeAssumptions,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\ThemeManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,ThemeManagerTest,testThemeAssumptions,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.themes.ThemeManager.initialize; org.apache.roller.weblogger.business.themes.ThemeManager.getTheme; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.Theme.getStylesheet; org.apache.roller.weblogger.business.Weblogger.getThemeManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\ThemeManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,UserTest,testUserCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\UserTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,UserTest,testUserCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.User.setPassword; org.apache.roller.weblogger.pojos.User.setFullName; org.apache.roller.weblogger.business.UserManager.removeUser; org.apache.roller.weblogger.pojos.User.setUserName; org.apache.roller.weblogger.pojos.User.setTimeZone; org.apache.roller.weblogger.pojos.User.setLocale; org.apache.roller.weblogger.pojos.User.setEmailAddress; org.apache.roller.weblogger.pojos.User.getScreenName; org.apache.roller.weblogger.pojos.User.getFullName; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.business.Weblogger.getUserManager; org.apache.roller.weblogger.business.UserManager.getUserByUserName; org.apache.roller.weblogger.pojos.User.setDateCreated; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.UserManager.addUser; org.apache.roller.weblogger.business.UserManager.saveUser; org.apache.roller.weblogger.pojos.User.setEnabled; org.apache.roller.weblogger.pojos.User.setScreenName,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\UserTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,UserTest,testUserLookups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\UserTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,UserTest,testUserLookups,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.UserManager.getUserByUserName; org.apache.roller.weblogger.business.UserManager.getUsersStartingWith; org.apache.roller.weblogger.pojos.User.getEmailAddress; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.UserManager.saveUser; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.pojos.User.setEnabled; org.apache.roller.weblogger.business.Weblogger.getUserManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\UserTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,UserTest,testRoleCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\UserTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,UserTest,testRoleCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.UserManager.getUserByUserName; org.apache.roller.weblogger.business.UserManager.revokeRole; org.apache.roller.weblogger.business.UserManager.grantRole; org.apache.roller.weblogger.business.UserManager.hasRole; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.config.WebloggerConfig.getBooleanProperty; org.apache.roller.weblogger.business.UserManager.getRoles; org.apache.roller.weblogger.business.UserManager.saveUser; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.business.Weblogger.getUserManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\UserTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,UserTest,testRoleCRUD,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\UserTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testBasicCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryCRUDTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testBasicCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogCategory; org.apache.roller.weblogger.pojos.WeblogCategory.setName; org.apache.roller.weblogger.pojos.WeblogCategory.getName; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogEntryManager.removeWeblogCategory; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogCategory; org.apache.roller.weblogger.pojos.Weblog.getWeblogCategories; org.apache.roller.weblogger.pojos.WeblogCategory.getId; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryCRUDTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testCategoryCascadingDelete,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryCRUDTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryCRUDTest,testCategoryCascadingDelete,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogCategoryByName; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogCategory; org.apache.roller.weblogger.pojos.WeblogCategory.getName; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogEntryManager.removeWeblogCategory; org.apache.roller.weblogger.pojos.Weblog.getWeblogCategories; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryCRUDTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testLookupCategoryById,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryFunctionalityTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testLookupCategoryById,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogCategory; org.apache.roller.weblogger.pojos.WeblogCategory.getId; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryFunctionalityTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testLookupCategoryByName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryFunctionalityTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testLookupCategoryByName,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogCategoryByName; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryFunctionalityTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testLookupAllCategoriesByWeblog,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryFunctionalityTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testLookupAllCategoriesByWeblog,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogCategories; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryFunctionalityTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testMoveWeblogCategoryContents,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryFunctionalityTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogCategoryFunctionalityTest,testMoveWeblogCategoryContents,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogCategory; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogEntryManager.moveWeblogCategoryContents; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogCategory; org.apache.roller.weblogger.pojos.WeblogCategory.getId; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.WeblogEntryManager.removeWeblogEntry; org.apache.roller.weblogger.pojos.WeblogCategory.retrieveWeblogEntries,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogCategoryFunctionalityTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.setTitle; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.pojos.WeblogEntry.getTitle; org.apache.roller.weblogger.pojos.WeblogEntry.setText; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.pojos.WeblogEntry.setWebsite; org.apache.roller.weblogger.pojos.WeblogEntry.setPubTime; org.apache.roller.weblogger.pojos.WeblogEntry.setUpdateTime; org.apache.roller.weblogger.pojos.WeblogEntry.setLink; org.apache.roller.weblogger.pojos.Weblog.getWeblogCategory; org.apache.roller.weblogger.pojos.WeblogEntry.setCategory; org.apache.roller.weblogger.pojos.WeblogEntry.setCreatorUserName; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntry.setAnchor; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntry; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.WeblogEntryManager.removeWeblogEntry,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 35,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogEntryLookups,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntryObjectMap; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setStatus; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntryByAnchor; org.apache.roller.weblogger.pojos.WeblogEntry.setPubTime; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setEndDate; org.apache.roller.weblogger.pojos.WeblogEntry.getUpdateTime; org.apache.roller.weblogger.pojos.WeblogEntry.setStatus; org.apache.roller.weblogger.pojos.WeblogEntry.setLocale; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntriesPinnedToMain; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setStartDate; org.apache.roller.weblogger.business.WeblogEntryManager.getNextEntry; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setOffset; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setCatName; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setLocale; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.pojos.WeblogEntry.getTitle; org.apache.roller.weblogger.pojos.WeblogEntry.getAnchor; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setMaxResults; org.apache.roller.weblogger.pojos.WeblogEntry.setUpdateTime; org.apache.roller.weblogger.business.WeblogEntryManager.getPreviousEntry; org.apache.roller.weblogger.pojos.WeblogEntry.setPinnedToMain; org.apache.roller.weblogger.pojos.WeblogEntry.getPubTime; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setWeblog; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntryStringMap; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntries; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntry,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testCreateAnchor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testCreateAnchor,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogEntryManager.createAnchor; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testCreateAnEntryWithTagsShortcut,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testCreateAnEntryWithTagsShortcut,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.setTitle; org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.pojos.WeblogEntry.setText; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.pojos.WeblogEntry.setWebsite; org.apache.roller.weblogger.pojos.WeblogEntry.setPubTime; org.apache.roller.weblogger.pojos.WeblogEntry.setUpdateTime; org.apache.roller.weblogger.pojos.WeblogEntry.setLink; org.apache.roller.weblogger.pojos.Weblog.getWeblogCategory; org.apache.roller.weblogger.pojos.WeblogEntry.getTags; org.apache.roller.weblogger.pojos.WeblogEntryTag.getName; org.apache.roller.weblogger.pojos.WeblogEntry.setCategory; org.apache.roller.weblogger.pojos.WeblogEntry.setCreatorUserName; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntry.setAnchor; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntry; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testRemoveTagsViaShortcut,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testRemoveTagsViaShortcut,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.getTags; org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntry.setTagsAsString; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntry; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testTagsExist,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testTagsExist,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogEntryManager.getTagComboExists; org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.Weblog.getId; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testGetEntriesByTag,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testGetEntriesByTag,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setTags; org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setWeblog; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntries; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testRemoveEntryTagCascading,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testRemoveEntryTagCascading,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setTags; org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntrySearchCriteria.setWeblog; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntries; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTags,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTags,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.getTags; org.apache.roller.weblogger.pojos.WeblogEntryTag.getName; org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntry.setTagsAsString; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntry; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.getTags; org.apache.roller.weblogger.pojos.WeblogEntryTag.getName; org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntryTag.getTime; org.apache.roller.weblogger.pojos.WeblogEntry.setTagsAsString; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntry; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testUpdateTagTime,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
